Group_Code,Menu_Code,Group_Name,Name,PNU,Default_Value,Minimum_Value,Maximum_Value,Unit,Scaling,Datatype,Enum,Read_Only,Help,Decimals,Variable_Name,Visibility_Index,Visibility_Rule,Alarm_Parameter_Idx,Unique_ID,ItemType,CopyType,Enum_Vis_List_Idx
,,Invisible-Simulation,AI2 Simulering,40002,-200,-200,200,,0,Float,,0,,1,Id_1056300,0,1,,1056300,S,N,[]
,,Invisible-Simulation,AI3 Simulering,40003,-200,-200,200,,0,Float,,0,,1,Id_1056316,0,1,,1056316,S,N,[]
,,Invisible-Simulation,AI4 Simulering,40004,-200,-200,200,,0,Float,,0,,1,Id_1056332,0,1,,1056332,S,N,[]
,,Invisible-Simulation,AI5 Simulering,40005,-200,-200,200,,0,Float,,0,,1,Id_1056348,0,1,,1056348,S,N,[]
,,Invisible-Simulation,AI6 Simulering,40006,-200,-200,200,,0,Float,,0,,1,Id_1056364,0,1,,1056364,S,N,[]
,,Invisible-Simulation,AI7 Simulering,40007,-200,-200,200,,0,Float,,0,,1,Id_1056380,0,1,,1056380,S,N,[]
,,Invisible-Simulation,DI1 Simulate,40008,-200,-200,200,,0,INT,,0,,0,Id_1056201,0,1,,1056201,S,N,[]
,,Invisible-Simulation,DI2 Simulate,40009,-200,-200,200,,0,INT,,0,,0,Id_1056218,0,1,,1056218,S,N,[]
,,Invisible-Simulation,DI3 Simulate,40010,-200,-200,200,,0,INT,,0,,0,Id_1056235,0,1,,1056235,S,N,[]
,,Invisible-Controller identification,Ordering number,64157,0,0,20,,0,String,,0,Ordering number of controller,0,Id_1048578,0,1,,1048578,R,N,[]
,,Invisible-Controller identification,Controller model,64158,0,0,32,,0,,,0,"The specific model of the device such as ""AK-PC 782"".",0,Id_1048577,0,1,,1048577,R,N,[]
,,Invisible-Controller identification,Device ID,3158,0,0,999,,0,INT,,1,Unique identification of device in a communication network,0,Id_1048590,0,1,,1048590,S,C,[]
,x00,Invisible-Controller identification,Software version,2003,0,-32767,32767,,0,INT,,0,Software version of controller,0,Id_1048581,0,1,,1048581,R,N,[]
,,Invisible-Controller identification,Ordering number low,2011,55,0,9999,,0,INT,,0,The last four digits of the ordering number,0,Id_1056811,0,1,,1056811,R,N,[]
,,Invisible-Controller identification,Software suffix,60008,0,0,255,,0,INT,,0,Suffix identifying the selected application mode in the controller,0,Id_1056810,0,1,,1056810,R,N,[]
,,Invisible-Controller identification,Software reset,40011,0,-32767,32767,,0,INT,,1,Internal Danfoss parameter used for reset of software,0,Id_1056809,0,1,,1056809,F,N,[]
,,Invisible-Controller identification,Fast forward,64152,0,0,65535,,0,INT,,1,Internal Danfoss parameter used for speeding up application during testing,0,Id_1056804,0,1,,1056804,S,N,[]
,,Invisible-Controller identification,Wink state,3157,0,0,1,,0,,"0:OFF,1:ON",1,,0,Id_1056799,0,1,,1056799,S,N,[]
,,Invisible-Controller identification,Restore mode,2252,0,0,1,,0,,"0:OFF,1:ON",0,"Special parameter used to put the controller into a restore mode, which is used when all parameteres are restored from a setting file",0,Id_1056767,7,0,,1056767,P,N,[]
,,Invisible-Controller identification,Cooling state,2253,0,0,1,,0,,"0:OFF,1:ON",0,Actual cooling state,0,Id_1056073,0,1,,1056073,R,N,[]
,,Invisible-Controller identification,No. of alarms,2732,0,0,100,,0,INT,,0,Actual number of active alarms,0,Id_1055706,0,1,,1055706,R,N,[]
,U71,Invisible-Controller identification,Application mode,2701,1,1,9,,0,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",0,Readout of the selected application mode,0,Id_1056796,0,1,,1056796,R,N,[]
,E01,Invisible-Alarm destinations,Hardware failure,20000,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The controller has a hardware failure,,Id_1054583,0,1,,1054583,R,N,[]
,E06,Invisible-Alarm destinations,Clock lost time,20001,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Clock has lost valid time,,Id_1054591,0,1,,1054591,R,N,[]
,E20,Invisible-Alarm destinations,Pe Evap. pressure A - Sensor error,20002,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054727,0,1,,1054727,R,N,[]
,E24,Invisible-Alarm destinations,S2 Gas outlet A - Sensor error,20003,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054719,0,1,,1054719,R,N,[]
,E25,Invisible-Alarm destinations,S3 Air ON evap. A - Sensor error,20004,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054721,0,1,,1054721,R,N,[]
,E26,Invisible-Alarm destinations,S4 Air OFF evap. A - Sensor error,20005,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054723,0,1,,1054723,R,N,[]
,E27,Invisible-Alarm destinations,S5 Evaporator A - Sensor error,20006,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054725,0,1,,1054725,R,N,[]
,E28,Invisible-Alarm destinations,S6 product temp. A - Sensor error,20007,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054694,0,1,,1054694,R,N,[]
,E34,Invisible-Alarm destinations,S3 Air ON evap. B - Sensor error,20008,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054749,0,1,,1054749,R,N,[]
,E37,Invisible-Alarm destinations,S5 Evaporator B - Sensor error,20009,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054753,0,1,,1054753,R,N,[]
,E59,Invisible-Alarm destinations,Humidity sensor - Sensor error,20010,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Sensor signal is out of range. Please check the sensor for correct operation,,Id_1054786,0,1,,1054786,R,N,[]
,A01,Invisible-Alarm destinations,High temperature alarm A,20011,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The alarm temperature has been above the max alarm limit for a longer time period than the set alarm delay.,,Id_1054684,0,1,,1054684,R,N,[]
,A02,Invisible-Alarm destinations,Low temperature alarm A,20012,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The alarm temperature has been below the min alarm limit for a longer time period than the set alarm delay.,,Id_1054685,0,1,,1054685,R,N,[]
,A04,Invisible-Alarm destinations,Door open alarm,20013,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The door has been open for a too long time,,Id_1054787,0,1,,1054787,R,N,[]
,A05,Invisible-Alarm destinations,Max defrost hold time exceeded,20014,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The controller has been waiting longer time than permitted after a co-ordinated defrost.,,Id_1056417,0,1,,1056417,R,N,[]
,A11,Invisible-Alarm destinations,Refrigerant not selected,20015,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The refrigerant has not been selected hence control can not be initiated,,Id_1054590,0,1,,1054590,R,N,[]
,A13,Invisible-Alarm destinations,S6 high product temperature A,20016,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The S6 Product temperature has been above the max alarm limit for a longer time period than the set alarm delay.,,Id_1054691,0,1,,1054691,R,N,[]
,A14,Invisible-Alarm destinations,S6 low product temperature A,20017,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The S6 Product temperature has been below the min alarm limit for a longer time period than the set alarm delay.,,Id_1054692,0,1,,1054692,R,N,[]
,A15,Invisible-Alarm destinations,DI alarm 1,20018,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Alarm signal from digital input signal,,Id_1054790,0,1,,1054790,R,N,[]
,A16,Invisible-Alarm destinations,DI alarm 2,20019,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Alarm signal from digital input signal,,Id_1055067,0,1,,1055067,R,N,[]
,A45,Invisible-Alarm destinations,Main switch set OFF,20020,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,"The controller manin switch has been set to either Stop or Manaual control. Alternatively a digital input set up for ""main switch"" function, has stopped control",,Id_1054586,0,1,,1054586,R,N,[]
,A59,Invisible-Alarm destinations,Case in cleaning mode,20021,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,A case cleaning operation has been started on a case,,Id_1054796,0,1,,1054796,R,N,[]
,A70,Invisible-Alarm destinations,High temperature alarm B,20022,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The alarm temperature has been above the max alarm limit for a longer time period than the set alarm delay.,,Id_1054696,0,1,,1054696,R,N,[]
,A71,Invisible-Alarm destinations,Low temperature alarm B,20023,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The alarm temperature has been below the min alarm limit for a longer time period than the set alarm delay.,,Id_1054697,0,1,,1054697,R,N,[]
,AA2,Invisible-Alarm destinations,CO2 leak detected,20024,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,CO2 is leaking from the refrigerantion system,,Id_1054584,0,1,,1054584,R,N,[]
,AA3,Invisible-Alarm destinations,Refrigerant leak detected,20025,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Refrigerant is leaking from the refrigeration system,,Id_1054585,0,1,,1054585,R,N,[]
,a02,Invisible-Alarm destinations,High humidity alarm,20026,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The humidity level is too high,,Id_1054782,0,1,,1054782,R,N,[]
,a03,Invisible-Alarm destinations,Low humidity alarm,20027,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The humidity level is too low,,Id_1054783,0,1,,1054783,R,N,[]
,a04,Invisible-Alarm destinations,Wrong IO configuration,20028,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,Inputs and outputs have not been configured correctly,,Id_1054587,0,1,,1054587,R,N,[]
,X02,Invisible-Alarm destinations,Evaporator is icing up,20029,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The adaptive defrost function has detected heavy ice formation on evaporator.,,Id_1054732,0,1,,1054732,R,N,[]
,X03,Invisible-Alarm destinations,Flash gas detected,20030,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The adaptive defrost function has detected heavy flash gas in front of injection valve,,Id_1054734,0,1,,1054734,R,N,[]
,Z01,Invisible-Alarm destinations,Max defrost time exceeded A,20031,,,,,,,"1:1. Comp/Alarm/Light,2:2. Comp/Rail/Light,3:3. Comp/Alarm/Rail,4:4. Alarm/Rail/Light,5:5. Hotgas remote,6:6. Dual with 1 evap.,7:7. Dual with 2 evap.,8:8. Coldroom,9:9. Custom",1,The last defrost cycle has stopped on time instead of set temperature,,Id_1054715,0,1,,1054715,R,N,[]
,t07,Invisible-Real time clock,Time hours,64045,0,0,23,hrs,0,INT,,0,Hour setting for clock,0,Id_1048634,0,1,,1048634,S,N,[]
,t08,Invisible-Real time clock,Time minutes,64046,0,0,59,min,0,INT,,0,Minutes setting for clock,0,Id_1048635,0,1,,1048635,S,N,[]
,,Invisible-Real time clock,Time weekday,64055,1,1,7,,0,,"1:Monday,2:Tuesday,3:Wednesday,4:Thursday,5:Friday,6:Saturday,7:Sunday",0,Actual weekday,0,Id_1048640,0,1,,1048640,R,N,[]
,,Invisible-Real time clock,Time seconds,64050,0,0,59,s,0,INT,,0,Second setting for clock,0,Id_1048639,0,1,,1048639,S,N,[]
,t47,Invisible-Real time clock,Time year,64049,0,0,100,,0,INT,,0,Year setting for clock,0,Id_1048636,0,1,,1048636,S,N,[]
,t46,Invisible-Real time clock,Time month,64048,1,1,12,,0,INT,,0,Month setting for clock,0,Id_1048637,0,1,,1048637,S,N,[]
,t45,Invisible-Real time clock,Time date,64047,1,1,31,,0,INT,,0,Date setting for clock,0,Id_1048638,0,1,,1048638,S,N,[]
,,Invisible-Real time clock,Time zone,64154,0,-48,48,,0,,"-48:-12:00,-47:-11:45,-46:-11:30,-45:-11:15,-44:-11:00,-43:-10:45,-42:-10:30,-41:-10:15,-40:-10:00,-39:-09:45,-38:-09:30,-37:-09:15,-36:-09:00,-35:-08:45,-34:-08:30,-33:-08:15,-32:-08:00,-31:-07:45,-30:-07:30,-29:-07:15,-28:-07:00,-27:-06:45,-26:-06:30,-25:-06:15,-24:-06:00,-23:-05:45,-22:-05:30,-21:-05:15,-20:-05:00,-19:-04:45,-18:-04:30,-17:-04:15,-16:-04:00,-15:-03:45,-14:-03:30,-13:-03:15,-12:-03:00,-11:-02:45,-10:-02:30,-9:-02:15,-8:-02:00,-7:-01:45,-6:-01:30,-5:-01:15,-4:-01:00,-3:-00:45,-2:-00:30,-1:-00:15,0:None,1:+00:15,2:+00:30,3:+00:45,4:+01:00,5:+01:15,6:+01:30,7:+01:45,8:+02:00,9:+02:15,10:+02:30,11:+02:45,12:+03:00,13:+03:15,14:+03:30,15:+03:45,16:+04:00,17:+04:15,18:+04:30,19:+04:45,20:+05:00,21:+05:15,22:+05:30,23:+05:45,24:+06:00,25:+06:15,26:+06:30,27:+06:45,28:+07:00,29:+07:15,30:+07:30,31:+07:45,32:+08:00,33:+08:15,34:+08:30,35:+08:45,36:+09:00,37:+09:15,38:+09:30,39:+09:45,40:+10:00,41:+10:15,42:+10:30,43:+10:45,44:+11:00,45:+11:15,46:+11:30,47:+11:45,48:+12:00",0,Setting of time zone for clock,0,Id_1056773,7,0,,1056773,R,N,[]
,,Invisible-Real time clock,Daylight saving,64156,0,0,4,,0,,"0:None,1:15 min,2:30 min,3:45 min,4:1 hour",0,Clock offset at daylight daving,0,Id_1056774,7,0,,1056774,S,N,[]
,,Invisible-Real time clock,Current time,64160,0,0,4294967295,DT,0,INT,,0,Current time of clock in controller,0,Id_1048631,7,0,,1048631,S,N,[]
,u25,Invisible-Service-Analogue inputs,Pe Evap. pressure,2543,0,-1,200,Bar-g,0,Float,,0,Actual sensor signal,1,Id_1053753,0,1,,1053753,R,N,[]
,u26,Invisible-Service-Analogue inputs,Te Evap. temp.,2544,0,-200,200,°C,0,Float,,0,Temperature converted from pressure,1,Id_1053754,0,1,,1053754,R,N,[]
,u20,Invisible-Service-Analogue inputs,S2 Gas outlet A,2537,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053700,0,1,,1053700,R,N,[]
,u12,Invisible-Service-Analogue inputs,S3 Air ON evap. A,2530,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053713,65,GetVar(6) < 100 || GetVar(11) < 100 || GetVar(135) < 100 || GetVar(100) < 100 || GetVar(286) == 3 || GetVar(39) > 0,,1053713,R,N,[]
,u16,Invisible-Service-Analogue inputs,S4 Air OFF evap. A,2531,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053726,66,GetVar(6) > 0 || GetVar(11) > 0 || GetVar(135) > 0 || GetVar(100) > 0 || (GetVar(25) > 0 and GetVar(34) == 2) || GetVar(14) > -50 || GetVar(39) > 0,,1053726,R,N,[]
,u09,Invisible-Service-Analogue inputs,S5 Evaporator A,1011,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053739,67,((GetVar(25) > 0 and GetVar(34) == 1) || GetVar(64) < 50),,1053739,R,N,[]
,u36,Invisible-Service-Analogue inputs,S6 product temp.,2555,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053553,68,GetVar(184) != 6 and GetVar(184) != 7 and (GetVar(138) == 1 || GetVar(286) == 4),,1053553,R,N,[]
,u76,Invisible-Service-Analogue inputs,S3 Air ON evap. B,2596,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053908,69,(GetVar(6) < 100 || GetVar(11) < 100 || GetVar(135) < 100 || GetVar(100) < 100) and (GetVar(184) == 6 || GetVar(184) == 7),,1053908,R,N,[]
,u75,Invisible-Service-Analogue inputs,S5 Evaporator B,2595,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053934,70,GetVar(184) == 7 and GetVar(25) > 0 and GetVar(34) == 1,,1053934,R,N,[]
,U57,Invisible-Service-Analogue inputs,Humidity sensor,2687,0,0,100,%,0,INT,,0,,0,Id_1054315,38,GetVar(184) == 8 and GetVar(309) == 1,,1054315,R,N,[]
,u10,Invisible-Service-Digital inputs,DI1 Status,2002,0,0,1,,0,,"0:OFF,1:ON",0,Actual signal status of the digital input,0,Id_1056202,20,GetVar(184) != 7 and GetVar(184) != 8,,1056202,R,N,[]
,u37,Invisible-Service-Digital inputs,DI2 Status,2556,0,0,1,,0,,"0:OFF,1:ON",0,Actual signal status of the digital input,0,Id_1056219,0,1,,1056219,R,N,[]
,u87,Invisible-Service-Digital inputs,DI3 Status,2608,0,0,1,,0,,"0:OFF,1:ON",0,Actual signal status of the digital input,0,Id_1056236,0,1,,1056236,R,N,[]
,u23,Invisible-Service-Digital outputs,AKV opening A,2528,0,0,100,%,0,INT,,0,Actual status of output function,0,Id_1053814,0,1,,1053814,R,N,[]
,u62,Invisible-Service-Digital outputs,Alarm,2583,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054560,62,(GetVar(184) != 2 and GetVar(184) != 5 and GetVar(184) < 9) || (GetVar(184) == 9 and GetVar(185) == 5),,1054560,R,N,[]
,u61,Invisible-Service-Digital outputs,Rail heat,2579,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054199,61,(GetVar(184) != 1 and GetVar(184) != 5 and GetVar(184) != 8 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 4 || GetVar(186) == 4 || GetVar(188) == 4 || GetVar(187) == 4 || GetVar(193) == 4)),,1054199,R,N,[]
,u58,Invisible-Service-Digital outputs,Compressor 1,2510,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054072,11,GetVar(184) < 4 || (GetVar(184) == 9 and (GetVar(185) == 8 || GetVar(186) == 8 || GetVar(188) == 8 || GetVar(187) == 8 || GetVar(193) == 8)),,1054072,R,N,[]
,u67,Invisible-Service-Digital outputs,Compressor 2,2588,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054082,12,GetVar(184) == 9 and (GetVar(185) == 9 || GetVar(186) == 9 || GetVar(188) == 9 || GetVar(187) == 9 || GetVar(193) == 9),,1054082,R,N,[]
,U55,Invisible-Service-Digital outputs,Drain valve,2684,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054132,63,GetVar(184) == 5,,1054132,R,N,[]
,u64,Invisible-Service-Digital outputs,Suction valve,2585,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054122,63,GetVar(184) == 5,,1054122,R,N,[]
,u80,Invisible-Service-Digital outputs,Hotgas valve,2600,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1053764,63,GetVar(184) == 5,,1053764,R,N,[]
,u60,Invisible-Service-Digital outputs,Defrost A,2512,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1053774,60,GetVar(184) != 5 and (((GetVar(184) == 1 || GetVar(184) == 2 || GetVar(184) == 3) and (GetVar(25) == 1 || GetVar(25) == 2)) || ((GetVar(184) > 3 and GetVar(184) < 9) and GetVar(25) == 1) || (GetVar(184) == 9 and (GetVar(185) == 3 || GetVar(186) == 3 || GetVar(188) == 3 || GetVar(187) == 3 || GetVar(193) == 3))),,1053774,R,N,[]
,u83,Invisible-Service-Digital outputs,Defrost B,2603,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1053969,64,GetVar(184) == 7,,1053969,R,N,[]
,u63,Invisible-Service-Digital outputs,Light,2584,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054249,30,(GetVar(184) != 3 and GetVar(184) < 9) || (GetVar(184) == 9 and (GetVar(185) == 6 || GetVar(186) == 6 || GetVar(188) == 6 || GetVar(187) == 6 || GetVar(193) == 6)),,1054249,R,N,[]
,u82,Invisible-Service-Digital outputs,Blinds,2602,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054259,33,GetVar(184) == 9 and (GetVar(185) == 7 || GetVar(186) == 7 || GetVar(188) == 7 || GetVar(187) == 7 || GetVar(193) == 7),,1054259,R,N,[]
,u59,Invisible-Service-Digital outputs,Fan,2511,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054224,4,(GetVar(184) != 9 || (GetVar(184) == 9 and (GetVar(185) == 1 || GetVar(186) == 1 || GetVar(188) == 1 || GetVar(187) == 1 || GetVar(193) == 1))),,1054224,R,N,[]
,U37,Invisible-Service-Digital outputs,Fan ECO,2674,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054234,59,GetVar(184) == 9 and (GetVar(185) == 2 || GetVar(186) == 2 || GetVar(188) == 2 || GetVar(187) == 2 || GetVar(193) == 2),,1054234,R,N,[]
,U58,Invisible-Service-Digital outputs,Humidifier,2688,0,0,1,,0,,"0:OFF,1:ON",0,Actual status of output function,0,Id_1054300,38,GetVar(184) == 8 and GetVar(309) == 1,,1054300,R,N,[]
